id,floor_id,seat_type_id,code,name,status,is_active,deleted_at,created_at
6298a7e3-20d2-4c44-891d-99da2183a4f7,fce3c4b5-fb85-4aa8-b10b-b38b69ee1acb,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,S04,Seat 4,available,t,,2026-03-20 14:51:26.933+07
ff55c8a7-b728-4891-9fc9-a7eec420ba8c,a371e685-b31f-4855-a437-785296d8735d,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,S01,Seat 1,available,t,,2026-03-20 14:51:26.936+07
33babf2d-8cf9-4a83-a08c-c5f3b873c2e0,a371e685-b31f-4855-a437-785296d8735d,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,S02,Seat 2,available,t,,2026-03-20 14:51:26.936+07
fccf3255-9fc3-402b-9a63-5bfe5460dd43,a371e685-b31f-4855-a437-785296d8735d,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,S03,Seat 3,available,t,,2026-03-20 14:51:26.936+07
a20510a8-c1a6-439d-a741-7d226469ba36,a371e685-b31f-4855-a437-785296d8735d,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,S04,Seat 4,available,t,,2026-03-20 14:51:26.936+07
5334707c-184f-4935-b252-97eceb7fa730,3d942f76-145e-4dba-9076-64b871debe51,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,S01,Seat 1,available,t,,2026-03-20 14:51:26.939+07
366203d5-9d4b-4448-800b-f8c15b4121b3,3d942f76-145e-4dba-9076-64b871debe51,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,S02,Seat 2,available,t,,2026-03-20 14:51:26.939+07
49113408-01e4-4f15-b775-aa38e0e28b77,3d942f76-145e-4dba-9076-64b871debe51,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,S03,Seat 3,available,t,,2026-03-20 14:51:26.939+07
6094dc52-3551-46cc-9208-ca76063d8d7e,3d942f76-145e-4dba-9076-64b871debe51,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,S04,Seat 4,available,t,,2026-03-20 14:51:26.939+07
5eb76133-0460-4bd8-955a-f093b0266672,1eb95d41-f882-46a9-a7d1-c471e68dc0a9,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,S01,Seat 1,available,t,,2026-03-20 14:51:26.945+07
ee4845d8-edee-489a-9ad7-eff7ef6b5772,1eb95d41-f882-46a9-a7d1-c471e68dc0a9,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,S02,Seat 2,available,t,,2026-03-20 14:51:26.945+07
ff195a87-8144-42d3-9499-ca4d44b37c70,1eb95d41-f882-46a9-a7d1-c471e68dc0a9,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,S03,Seat 3,available,t,,2026-03-20 14:51:26.945+07
4dddc336-f7c4-4cba-8f00-9cd11db16b8b,1eb95d41-f882-46a9-a7d1-c471e68dc0a9,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,S04,Seat 4,available,t,,2026-03-20 14:51:26.945+07
9931c887-8f78-46bf-ba4f-67b351af68be,90faef83-d6ad-4b33-bc0c-fa2a6a220885,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,S01,Seat 1,available,t,,2026-03-20 14:51:26.948+07
edab1f08-7bdf-40a1-9eea-6d10107953a3,90faef83-d6ad-4b33-bc0c-fa2a6a220885,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,S02,Seat 2,available,t,,2026-03-20 14:51:26.948+07
e278e9a4-cf6a-43dd-87c4-36d92a06acb8,90faef83-d6ad-4b33-bc0c-fa2a6a220885,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,S03,Seat 3,available,t,,2026-03-20 14:51:26.948+07
b1df2c64-7fe8-4011-91de-f6ec2f5aaa33,90faef83-d6ad-4b33-bc0c-fa2a6a220885,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,S04,Seat 4,available,t,,2026-03-20 14:51:26.948+07
c038178b-94c4-4e2b-8de3-4bc9c32169db,fb3950eb-70ec-44e7-8b50-fdbe3bcfdbf7,79bce5a5-1c3a-4206-bab7-8b8f017b4f13,N02,Nail 2,available,t,,2026-03-24 15:22:49.574576+07
7b0bd9ed-171b-4401-a397-5a610f8a2768,6bc968a5-8afb-4e95-8eca-95e90fea77c8,5b2bd633-f3bf-48e1-8e5b-4aadb31a4c62,L05,Lash 5,available,t,,2026-03-24 15:39:54.778986+07
63459cb5-4986-4473-b6b2-17be1fb4872e,6bc968a5-8afb-4e95-8eca-95e90fea77c8,5b2bd633-f3bf-48e1-8e5b-4aadb31a4c62,L01,Lash 1,available,t,,2026-03-20 14:51:26.899+07
d8d4f230-65dc-4216-9ab7-281d0ddc2c57,6bc968a5-8afb-4e95-8eca-95e90fea77c8,5b2bd633-f3bf-48e1-8e5b-4aadb31a4c62,L02,Lash 2,available,t,,2026-03-20 14:51:26.899+07
a6a2d94c-a02f-4af8-bbdb-1e67b91dcbbc,6bc968a5-8afb-4e95-8eca-95e90fea77c8,5b2bd633-f3bf-48e1-8e5b-4aadb31a4c62,L03,Lash 3,available,t,,2026-03-20 14:51:26.899+07
a703c5d1-1165-431c-893b-23dbc2be0ce5,da130c03-5092-4fd8-b7d4-4377f588a614,4c79cb25-bfd1-4921-81f0-2f415fad350f,S01,Shampoo Bed 1,available,t,,2026-03-20 14:51:26.913+07
b0346d0b-0ffe-4dce-882d-af2002aee0c9,da130c03-5092-4fd8-b7d4-4377f588a614,4c79cb25-bfd1-4921-81f0-2f415fad350f,S02,Shampoo Bed 2,available,t,,2026-03-20 14:51:26.913+07
a6c3d1de-f44c-4e6a-9d10-fb5fd3a66e20,da130c03-5092-4fd8-b7d4-4377f588a614,4c79cb25-bfd1-4921-81f0-2f415fad350f,S03,Shampoo Bed 3 ,available,t,,2026-03-20 14:51:26.913+07
cdf0ab1d-275a-4eca-9c79-547769d01fc6,da130c03-5092-4fd8-b7d4-4377f588a614,4c79cb25-bfd1-4921-81f0-2f415fad350f,S04,Shampoo Bed 4,available,t,,2026-03-20 14:51:26.913+07
4c4eff38-d9ad-4312-9ac8-77e1a5748b3e,eba5e25c-4040-4b87-95f9-4e88971d7354,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,SP05,Spa 5,available,t,,2026-03-24 15:40:37.630372+07
60391bc7-ef24-41f6-a5d5-649acca18d71,eba5e25c-4040-4b87-95f9-4e88971d7354,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,SP01,Spa 1,available,t,,2026-03-20 14:51:26.908+07
047e018a-02f7-414f-a913-48f8efa1ca5d,eba5e25c-4040-4b87-95f9-4e88971d7354,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,SP02,Spa 2,available,t,,2026-03-20 14:51:26.908+07
d6c980ca-0243-4cd6-81d0-7f7e81d2a8cd,eba5e25c-4040-4b87-95f9-4e88971d7354,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,SP03,Spa 3 ,available,t,,2026-03-20 14:51:26.908+07
8d9e8da4-8e19-46d9-9263-47f3c207773c,eba5e25c-4040-4b87-95f9-4e88971d7354,9daaa1a9-daad-4a9c-9fe4-153d0ff7d03f,SP04,Spa 4,available,t,,2026-03-20 14:51:26.908+07
4ac1adb0-2e47-4f5f-a64f-3bc588fb019a,fb3950eb-70ec-44e7-8b50-fdbe3bcfdbf7,79bce5a5-1c3a-4206-bab7-8b8f017b4f13,N03,Nail 3,available,t,,2026-03-24 15:23:09.274112+07
4deed9f9-a2bc-472f-bdb0-0bcf033d2bbd,6bc968a5-8afb-4e95-8eca-95e90fea77c8,5b2bd633-f3bf-48e1-8e5b-4aadb31a4c62,L04,Lash 4,available,t,,2026-03-20 14:51:26.899+07
c5fb64a9-4197-4f23-a67e-61a6f6149e1d,fb3950eb-70ec-44e7-8b50-fdbe3bcfdbf7,79bce5a5-1c3a-4206-bab7-8b8f017b4f13,N01,Nail 1,available,t,,2026-03-24 15:21:50.443148+07
1098f414-9f50-44e7-bec1-17be8e090d59,fb3950eb-70ec-44e7-8b50-fdbe3bcfdbf7,79bce5a5-1c3a-4206-bab7-8b8f017b4f13,N04,Nail 4,available,t,,2026-03-24 15:44:06.827194+07
fa5839f4-178a-4b7f-bdbc-392e11afae00,fb3950eb-70ec-44e7-8b50-fdbe3bcfdbf7,79bce5a5-1c3a-4206-bab7-8b8f017b4f13,N06,Nail 6,available,t,,2026-07-03 08:45:46.278+07
238f2a3a-3e37-4fce-afed-dad9ad6110b9,f4764080-de67-4e6c-8b82-add67609dbcf,4c79cb25-bfd1-4921-81f0-2f415fad350f,S01,Shampoo Bed 1,available,t,,2026-07-07 02:41:09.289+07
f0111c85-101a-4b86-9123-3b3a314e7626,f4764080-de67-4e6c-8b82-add67609dbcf,4c79cb25-bfd1-4921-81f0-2f415fad350f,S02,Shampoo Bed 2,available,t,,2026-07-07 02:41:09.327+07
13da9893-75ca-4265-9099-674d8e8e9919,f4764080-de67-4e6c-8b82-add67609dbcf,4c79cb25-bfd1-4921-81f0-2f415fad350f,S03,Shampoo Bed 3,available,t,,2026-07-07 02:41:09.33+07
922bf5a0-1375-45c7-9a3d-2372e23a9f44,f4764080-de67-4e6c-8b82-add67609dbcf,4c79cb25-bfd1-4921-81f0-2f415fad350f,S04,Shampoo Bed 4,available,t,,2026-07-07 02:41:09.332+07
c31c9f96-719d-4cc7-9fa6-8ae97434e7d1,90faef83-d6ad-4b33-bc0c-fa2a6a220885,5b2bd633-f3bf-48e1-8e5b-4aadb31a4c62,S05,Seat 5,available,t,,2026-07-22 07:56:17.553+07
